PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
24.680000,27.900000,2.460000,3.330000,0.300000,79.919998,3.310000,-1.910000,286.279999,30.730000,82931.656250,37.46,104.23,35.257145,PM2.5,22657
22.330000,24.570000,1.230000,2.230000,0.310000,83.830002,3.250000,-1.350000,286.679993,29.160000,82927.367188,37.6,103.89,31.900000,PM2.5,22909
23.459999,25.770000,1.540000,2.200000,0.300000,81.050003,3.530000,-1.420000,287.010010,29.059999,83534.867188,37.6,104.06,33.514286,PM2.5,22910
26.049999,28.500000,1.630000,2.070000,0.310000,78.570000,3.750000,-1.580000,286.410004,30.469999,83122.671875,37.6,104.23,37.214283,PM2.5,22911
28.070000,30.590000,1.520000,1.850000,0.310000,76.930000,4.250000,-1.590000,286.679993,29.860001,83408.867188,37.6,104.4,40.099998,PM2.5,22912
29.600000,32.130001,1.370000,1.640000,0.310000,75.709999,4.610000,-1.540000,287.369995,28.760000,84234.429688,37.6,104.57,42.285713,PM2.5,22913
30.809999,33.560001,1.330000,1.610000,0.330000,73.300003,4.920000,-1.380000,288.000000,27.990000,85011.757812,37.6,104.74,44.014286,PM2.5,22914
31.820000,35.130001,1.450000,1.860000,0.360000,70.800003,5.050000,-1.090000,289.010010,26.900000,86308.296875,37.6,104.91,45.457142,PM2.5,22915
23.780001,26.129999,1.230000,2.050000,0.340000,84.559998,3.730000,-1.000000,287.540009,28.090000,84130.796875,37.73,103.89,33.971428,PM2.5,23162
24.850000,27.110001,1.390000,1.810000,0.330000,80.540001,3.830000,-1.070000,287.220001,28.709999,83921.039062,37.73,104.06,35.500000,PM2.5,23163
27.129999,29.410000,1.450000,1.670000,0.320000,78.139999,4.260000,-1.010000,286.820007,29.650000,83615.656250,37.73,104.23,38.757141,PM2.5,23164
28.860001,31.129999,1.370000,1.510000,0.320000,76.699997,4.920000,-1.040000,287.109985,29.139999,83928.726562,37.73,104.4,41.228573,PM2.5,23165
30.270000,32.580002,1.260000,1.390000,0.310000,75.559998,5.190000,-1.030000,287.769989,28.260000,84741.023438,37.73,104.57,43.242859,PM2.5,23166
31.500000,34.070000,1.200000,1.350000,0.330000,73.370003,5.170000,-1.050000,288.200012,27.799999,85344.062500,37.74,104.74,45.000000,PM2.5,23167
32.709999,35.770000,1.210000,1.410000,0.350000,71.690002,5.030000,-1.280000,288.390015,27.780001,85726.320312,37.74,104.91,46.728569,PM2.5,23168
