PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
38.410000,72.430000,22.750000,41.720001,0.730000,80.300003,0.020000,-4.800000,280.049988,51.939999,102840.148438,30.79,120.49,61.215000,PM10,12158
33.660000,65.129997,18.910000,42.880001,0.680000,86.529999,-0.000000,-4.330000,280.600006,53.369999,102810.273438,30.96,120.2,57.564999,PM10,12400
38.630001,72.930000,23.940001,42.320000,0.750000,80.250000,-0.060000,-5.070000,280.170013,52.930000,102804.187500,30.92,120.51,61.465000,PM10,12402
38.299999,72.339996,23.049999,41.360001,0.710000,79.269997,-0.190000,-5.490000,279.809998,53.889999,102843.921875,30.9,120.67,61.169998,PM10,12403
34.000000,58.110001,14.860000,43.450001,0.740000,54.900002,0.200000,-1.220000,280.459991,40.310001,102922.851562,31.26,118.81,54.312500,NO2,12636
33.240002,57.029999,14.300000,42.090000,0.710000,57.549999,0.090000,-1.220000,280.350006,41.419998,102849.132812,31.24,118.96,53.514999,PM10,12637
30.590000,53.840000,15.200000,38.650002,0.660000,63.630001,-0.560000,-2.010000,279.649994,44.340000,101808.312500,31.19,119.44,51.919998,PM10,12640
29.690001,53.200001,15.930000,37.509998,0.660000,64.940002,-0.680000,-2.540000,279.329987,44.830002,101128.773438,31.17,119.59,51.599998,PM10,12641
31.719999,61.410000,18.860001,41.660000,0.690000,80.300003,-0.370000,-3.440000,280.619995,52.389999,102941.023438,31.11,120.07,55.705002,PM10,12644
34.459999,66.980003,20.830000,42.910000,0.730000,83.290001,0.120000,-3.750000,280.269989,55.680000,102775.070312,31.1,120.22,58.490002,PM10,12645
36.169998,67.779999,23.490000,39.310001,0.760000,75.190002,0.290000,-4.530000,279.549988,50.560001,102588.320312,31.08,120.38,58.889999,PM10,12646
38.799999,73.209999,25.000000,42.919998,0.780000,80.180000,-0.170000,-5.240000,280.059998,53.709999,102718.218750,31.06,120.54,61.605000,PM10,12647
37.820000,71.199997,23.420000,40.340000,0.710000,79.830002,-0.080000,-5.650000,279.899994,55.209999,102843.617188,31.04,120.69,60.599998,PM10,12648
35.759998,67.699997,20.719999,35.560001,0.630000,83.300003,0.250000,-5.930000,279.950012,56.900002,102819.546875,31.02,120.85,58.849998,PM10,12649
32.380001,58.740002,15.140000,39.669998,0.770000,52.880001,0.240000,-1.460000,280.250000,42.560001,102807.820312,31.38,118.98,54.370003,PM10,12887
31.680000,57.740002,14.980000,39.639999,0.750000,54.500000,0.290000,-1.570000,280.200012,43.320000,102759.367188,31.36,119.14,53.870003,PM10,12888
30.900000,57.070000,15.830000,38.799999,0.750000,56.040001,-0.060000,-1.430000,279.980011,44.889999,102749.679688,31.34,119.3,53.535000,PM10,12889
30.350000,56.669998,16.520000,38.520000,0.740000,58.160000,-0.240000,-1.650000,279.739990,46.049999,102611.656250,31.32,119.46,53.334999,PM10,12890
30.100000,56.619999,17.610001,38.669998,0.740000,60.529999,-0.240000,-1.780000,279.549988,46.790001,102318.156250,31.31,119.62,53.309998,PM10,12891
30.620001,58.230000,20.049999,40.520000,0.760000,64.260002,-0.070000,-2.380000,279.600006,46.720001,102198.093750,31.29,119.77,54.114998,PM10,12892
32.919998,63.360001,21.320000,43.009998,0.770000,69.900002,0.120000,-3.060000,280.309998,51.520000,102659.546875,31.27,119.93,56.680000,PM10,12893
