PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
20.950001,26.809999,4.530000,9.410000,0.360000,73.860001,0.780000,-4.530000,283.190002,47.650002,101962.617188,38.82,121.12,29.928572,PM2.5,26994
20.709999,26.760000,4.550000,9.830000,0.360000,73.570000,0.640000,-4.090000,282.980011,48.330002,101855.437500,38.95,121.15,29.585712,PM2.5,27245
19.980000,25.770000,4.580000,9.610000,0.370000,74.570000,1.100000,-4.100000,283.739990,40.259998,101447.906250,38.93,121.32,28.542856,PM2.5,27246
25.600000,38.720001,11.100000,26.879999,0.780000,71.550003,1.870000,-4.490000,283.920013,38.770000,101293.562500,38.91,121.49,38.720001,PM10,27247
24.959999,41.639999,13.450000,35.160000,1.000000,62.700001,2.250000,-3.730000,284.839996,33.410000,101665.078125,38.89,121.66,43.950001,NO2,27248
19.620001,29.350000,7.110000,17.889999,0.540000,74.709999,2.700000,-3.810000,284.059998,38.029999,101423.156250,39.15,121.72,29.350000,PM10,27755
19.740000,29.820000,6.840000,17.570000,0.540000,74.529999,2.860000,-4.250000,284.589996,34.000000,101319.539062,39.13,121.89,29.820000,PM10,27756
26.520000,32.630001,9.240000,10.090000,0.340000,66.580002,2.740000,-2.110000,283.470001,56.939999,101921.656250,39.02,122.75,37.885715,PM2.5,27757
18.280001,27.549999,5.810000,14.910000,0.470000,72.650002,2.560000,-4.250000,284.350006,36.529999,101684.109375,39.29,121.74,27.549999,PM10,28012
19.160000,30.100000,6.330000,17.170000,0.520000,72.769997,3.010000,-4.260000,284.410004,35.660000,101485.539062,39.27,121.92,30.100000,PM10,28013
19.129999,29.370001,6.710000,14.750000,0.470000,70.690002,3.360000,-4.200000,284.920013,32.389999,101756.757812,39.24,122.09,29.370001,PM10,28014
18.670000,23.760000,4.460000,7.840000,0.300000,70.970001,2.000000,-4.830000,284.010010,36.430000,101922.031250,39.46,121.43,26.671429,PM2.5,28272
16.620001,22.959999,4.160000,8.410000,0.330000,71.330002,2.230000,-4.660000,284.230011,35.020000,101742.726562,39.44,121.6,23.742859,PM2.5,28273
17.610001,27.190001,5.340000,13.010000,0.440000,71.449997,2.620000,-4.710000,284.420013,33.570000,101631.046875,39.42,121.77,27.190001,PM10,28274
18.750000,30.900000,6.260000,16.540001,0.500000,71.400002,3.170000,-4.510000,284.559998,32.709999,101595.539062,39.4,121.94,30.900000,PM10,28275
19.379999,32.060001,6.950000,16.340000,0.490000,70.110001,3.300000,-4.340000,284.750000,32.130001,101691.078125,39.38,122.12,32.060001,PM10,28276
16.980000,23.540001,4.760000,9.570000,0.330000,69.570000,1.810000,-4.270000,283.709991,38.029999,101757.890625,39.6,121.45,24.257143,PM2.5,28536
16.920000,24.809999,4.420000,9.760000,0.360000,71.029999,2.240000,-4.330000,283.790009,35.930000,101451.093750,39.58,121.63,24.809999,PM10,28537
17.209999,26.910000,4.590000,11.270000,0.400000,71.080002,2.710000,-4.660000,284.000000,33.450001,101250.093750,39.55,121.8,26.910000,PM10,28538
18.160000,30.400000,6.010000,15.040000,0.460000,71.010002,3.260000,-4.840000,284.190002,31.559999,101163.882812,39.53,121.97,30.400000,PM10,28539
18.740000,32.299999,7.410000,17.480000,0.490000,69.699997,3.550000,-4.710000,284.480011,30.120001,101296.460938,39.51,122.14,32.299999,PM10,28540
17.860001,29.370001,6.510000,14.380000,0.430000,68.290001,3.580000,-4.440000,284.829987,28.879999,101596.789062,39.49,122.32,29.370001,PM10,28541
17.750000,27.280001,6.480000,12.110000,0.380000,66.209999,3.430000,-4.040000,285.029999,29.500000,101829.046875,39.47,122.49,27.280001,PM10,28542
19.750000,28.629999,5.470000,12.190000,0.370000,67.379997,2.210000,-3.460000,282.959991,45.380001,101861.906250,39.73,121.48,28.629999,PM10,28799
17.040001,25.670000,4.690000,10.500000,0.360000,70.610001,2.330000,-3.880000,283.720001,36.299999,101543.468750,39.71,121.65,25.670000,PM10,28800
17.059999,27.129999,4.570000,11.120000,0.380000,71.239998,2.550000,-4.300000,283.700012,34.360001,101189.156250,39.69,121.83,27.129999,PM10,28801
17.940001,30.610001,6.270000,15.130000,0.450000,70.860001,3.220000,-4.830000,283.779999,31.580000,100780.882812,39.67,122.0,30.610001,PM10,28802
17.969999,31.469999,7.210000,17.040001,0.480000,69.930000,3.700000,-5.020000,284.109985,29.020000,100700.656250,39.64,122.17,31.469999,PM10,28803
16.660000,28.090000,5.820000,13.920000,0.420000,69.639999,3.780000,-4.900000,284.640015,27.129999,101021.578125,39.62,122.35,28.090000,PM10,28804
15.980000,25.959999,5.400000,12.000000,0.400000,68.809998,3.680000,-4.430000,284.899994,27.920000,101551.671875,39.6,122.52,25.959999,PM10,28805
17.940001,27.799999,7.580000,13.500000,0.420000,65.669998,3.550000,-3.820000,284.869995,30.820000,101812.718750,39.58,122.69,27.799999,PM10,28806
