PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
11.490000,15.170000,3.330000,3.930000,0.260000,42.169998,-4.350000,9.870000,295.350006,92.300003,92100.570312,24.79,111.61,16.414286,PM2.5,2760
10.600000,13.760000,2.270000,4.170000,0.240000,41.820000,-2.010000,7.610000,296.519989,88.470001,93890.507812,24.77,111.91,15.142858,PM2.5,2762
10.530000,14.540000,3.700000,4.160000,0.420000,41.130001,-3.240000,9.880000,296.940002,81.940002,92790.218750,24.95,111.03,15.042857,PM2.5,2901
11.550000,16.260000,4.100000,4.490000,0.340000,41.230000,-2.640000,9.390000,299.359985,76.769997,96852.937500,24.93,111.47,16.500000,PM2.5,2904
10.260000,13.770000,3.280000,3.790000,0.260000,42.410000,-3.960000,10.110000,296.970001,83.790001,93488.703125,24.92,111.62,14.657144,PM2.5,2905
10.080000,13.020000,2.390000,3.530000,0.230000,42.830002,-3.740000,9.460000,295.630005,90.070000,92248.343750,24.91,111.77,14.400000,PM2.5,2906
10.330000,13.280000,2.290000,3.840000,0.240000,42.700001,-2.280000,8.670000,295.809998,89.129997,92447.031250,24.9,111.92,14.757143,PM2.5,2907
10.010000,13.190000,2.710000,4.720000,0.260000,42.500000,-1.900000,7.910000,297.179993,83.019997,93700.703125,24.89,112.07,14.300000,PM2.5,2908
10.970000,15.450000,4.410000,4.870000,0.460000,39.369999,-2.020000,4.950000,299.660004,74.080002,96723.546875,25.09,111.04,15.671429,PM2.5,3046
11.690000,16.559999,4.780000,4.830000,0.440000,40.310001,-3.450000,7.640000,298.709991,78.760002,96029.281250,25.08,111.19,16.699999,PM2.5,3047
11.290000,15.720000,4.240000,4.420000,0.330000,41.259998,-1.860000,8.980000,298.809998,78.339996,96145.046875,25.06,111.48,16.128571,PM2.5,3049
9.580000,12.950000,3.290000,3.760000,0.260000,42.549999,-3.440000,9.460000,298.109985,78.830002,94642.492188,25.06,111.63,13.685714,PM2.5,3050
9.310000,12.110000,2.360000,3.450000,0.230000,43.470001,-4.000000,9.450000,296.339996,85.550003,92693.773438,25.05,111.78,13.300000,PM2.5,3051
10.330000,13.210000,2.380000,3.830000,0.240000,43.220001,-3.180000,8.530000,295.369995,89.660004,91682.687500,25.04,111.93,14.757143,PM2.5,3052
10.830000,14.120000,2.950000,4.730000,0.280000,43.029999,-3.140000,6.630000,296.440002,88.169998,93669.882812,25.03,112.08,15.471429,PM2.5,3053
12.080000,17.610001,7.320000,7.460000,0.500000,48.799999,-1.930000,11.000000,296.619995,82.360001,92153.906250,24.98,112.82,17.610001,PM10,3058
14.380000,20.770000,9.250000,9.140000,0.560000,49.070000,-2.330000,10.520000,295.420013,87.269997,90678.898438,24.97,112.97,20.770000,PM10,3059
12.650000,17.540001,5.460000,5.080000,0.440000,40.270000,-3.110000,6.840000,297.480011,84.639999,95133.953125,25.21,111.2,18.071428,PM2.5,3192
13.670000,19.250000,6.410000,5.260000,0.430000,39.970001,-1.040000,8.090000,297.570007,85.010002,95457.906250,25.21,111.34,19.528572,PM2.5,3193
11.080000,15.440000,4.710000,4.410000,0.320000,41.380001,-0.820000,8.910000,299.059998,77.220001,96386.062500,25.2,111.49,15.828571,PM2.5,3194
9.140000,12.490000,3.560000,3.730000,0.260000,42.830002,-2.870000,9.580000,299.010010,74.980003,95559.500000,25.19,111.64,13.057143,PM2.5,3195
