PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
8.620000,11.660000,4.380000,5.980000,0.220000,46.759998,-3.370000,-6.380000,279.529999,80.129997,97030.976562,39.63,115.62,12.314285,PM2.5,27481
7.900000,12.410000,4.780000,8.990000,0.240000,43.340000,-3.500000,-7.810000,280.769989,78.110001,99791.343750,39.61,115.8,12.410000,PM10,27482
7.200000,13.850000,4.910000,15.740000,0.270000,37.980000,-2.370000,-8.090000,281.790009,77.900002,102142.343750,39.6,115.97,19.674999,NO2,27483
6.560000,15.220000,4.270000,24.020000,0.330000,30.860001,-1.580000,-6.930000,281.980011,81.040001,102543.976562,39.57,116.32,30.025002,NO2,27485
6.860000,16.049999,3.910000,24.209999,0.370000,28.250000,-1.370000,-6.570000,281.940002,84.300003,102543.546875,39.56,116.5,30.262499,NO2,27486
9.030000,11.000000,4.080000,3.760000,0.200000,50.669998,-2.600000,-4.830000,278.260010,81.000000,94412.796875,39.77,115.47,12.900000,PM2.5,27733
8.800000,11.290000,4.060000,4.850000,0.210000,47.169998,-3.180000,-7.100000,276.859985,89.419998,93409.898438,39.76,115.64,12.571429,PM2.5,27734
8.020000,11.850000,4.450000,7.280000,0.230000,43.610001,-2.120000,-7.500000,278.209991,87.550003,96126.718750,39.75,115.82,11.850000,PM10,27735
7.070000,13.770000,4.930000,14.670000,0.270000,37.150002,-1.110000,-7.670000,280.820007,80.199997,100619.851562,39.73,115.99,18.337500,NO2,27736
6.090000,15.940000,5.270000,26.200001,0.320000,28.100000,-0.790000,-7.290000,281.899994,78.769997,102552.789062,39.72,116.17,32.750000,NO2,27737
5.920000,14.740000,4.340000,25.270000,0.330000,29.090000,-1.250000,-6.420000,282.070007,78.290001,102516.507812,39.7,116.34,31.587502,NO2,27738
6.620000,15.520000,4.040000,24.400000,0.360000,27.700001,-1.080000,-6.860000,281.940002,82.449997,102517.421875,39.69,116.52,30.500000,NO2,27739
7.520000,15.720000,3.630000,23.260000,0.400000,29.270000,-1.000000,-5.020000,282.170013,83.989998,102602.156250,39.68,116.69,29.075001,NO2,27740
8.880000,10.880000,3.850000,4.040000,0.210000,48.689999,-2.100000,-5.700000,275.209991,97.139999,91800.796875,39.89,115.66,12.685715,PM2.5,27991
8.410000,11.150000,4.090000,5.450000,0.220000,46.299999,-0.600000,-5.430000,277.140015,92.860001,95014.000000,39.88,115.83,12.014285,PM2.5,27992
7.040000,14.050000,5.000000,14.300000,0.270000,35.660000,-0.080000,-6.300000,279.700012,84.699997,99102.328125,39.87,116.01,17.875000,NO2,27993
5.760000,17.110001,5.920000,30.350000,0.350000,22.219999,-0.220000,-6.370000,281.220001,80.949997,101626.468750,39.85,116.18,37.937500,NO2,27994
5.370000,13.800000,4.370000,26.350000,0.330000,28.090000,-0.870000,-5.690000,282.130005,75.419998,102366.953125,39.84,116.36,32.937500,NO2,27995
6.630000,14.730000,4.280000,24.200001,0.350000,28.020000,-0.980000,-6.950000,281.929993,80.089996,102446.046875,39.82,116.53,30.250000,NO2,27996
7.310000,15.510000,3.760000,22.629999,0.380000,28.940001,-0.580000,-5.020000,282.190002,82.699997,102552.929688,39.81,116.71,28.287498,NO2,27997
8.110000,15.980000,3.730000,23.700001,0.430000,30.420000,-1.260000,-3.690000,282.339996,81.690002,102722.796875,39.79,116.88,29.625000,NO2,27998
8.960000,10.870000,3.600000,3.520000,0.200000,48.549999,-1.650000,-3.970000,273.429993,99.809998,88385.007812,40.04,115.5,12.800000,PM2.5,28250
8.730000,10.800000,3.740000,3.840000,0.210000,49.090000,-0.860000,-3.600000,275.369995,97.629997,92326.640625,40.03,115.68,12.471428,PM2.5,28251
8.360000,11.000000,3.950000,4.840000,0.220000,47.720001,-0.370000,-3.800000,277.839996,89.639999,96165.609375,40.02,115.85,11.942857,PM2.5,28252
7.100000,13.420000,4.740000,11.480000,0.270000,37.380001,-0.200000,-4.610000,279.570007,84.599998,98935.460938,40.0,116.03,14.349999,NO2,28253
6.160000,16.180000,5.700000,25.840000,0.330000,25.940001,-0.220000,-4.650000,280.899994,81.639999,101258.359375,39.99,116.2,32.299999,NO2,28254
5.880000,13.580000,4.550000,23.110001,0.320000,29.879999,-0.760000,-5.090000,281.959991,75.680000,102410.500000,39.97,116.38,28.887501,NO2,28255
6.800000,13.920000,4.580000,21.170000,0.330000,30.030001,-1.050000,-6.630000,282.000000,77.900002,102532.289062,39.96,116.55,26.462500,NO2,28256
7.360000,14.650000,4.230000,19.620001,0.350000,30.850000,-0.690000,-5.230000,282.260010,80.040001,102586.382812,39.94,116.73,24.525002,NO2,28257
8.420000,10.910000,3.830000,4.440000,0.220000,48.549999,-1.070000,-3.760000,277.209991,91.000000,95093.343750,40.15,115.87,12.028571,PM2.5,28515
7.180000,12.240000,4.470000,8.220000,0.260000,41.650002,-0.380000,-3.490000,279.589996,82.870003,98773.523438,40.14,116.05,12.240000,PM10,28516
6.570000,13.490000,4.890000,14.290000,0.290000,34.480000,-0.320000,-2.910000,281.579987,77.180000,102120.406250,40.12,116.22,17.862499,NO2,28517
6.480000,12.820000,4.760000,15.390000,0.300000,33.459999,-1.320000,-4.710000,282.040009,74.550003,102723.617188,40.11,116.4,19.237501,NO2,28518
6.950000,13.040000,4.810000,16.379999,0.300000,32.910000,-1.820000,-6.480000,282.140015,74.500000,102692.531250,40.09,116.57,20.474998,NO2,28519
7.740000,13.420000,4.690000,13.810000,0.300000,35.330002,-1.270000,-5.680000,282.440002,75.730003,102678.906250,40.08,116.75,17.262501,NO2,28520
8.410000,14.690000,4.730000,16.250000,0.340000,34.919998,-0.860000,-3.240000,282.570007,75.930000,102574.718750,40.06,116.92,20.312500,NO2,28521
7.470000,11.220000,4.170000,6.280000,0.240000,45.000000,-0.640000,-3.800000,279.049988,82.000000,97706.718750,40.27,116.06,11.220000,PM10,28778
6.720000,11.290000,4.490000,9.010000,0.260000,39.840000,-1.060000,-3.220000,281.299988,73.739998,100945.000000,40.26,116.24,11.290000,PM10,28779
6.540000,11.280000,4.650000,10.160000,0.260000,38.099998,-2.430000,-5.320000,282.070007,69.849998,102131.109375,40.24,116.42,12.700000,NO2,28780
6.850000,12.050000,4.940000,11.740000,0.280000,36.900002,-2.680000,-7.150000,282.290009,70.480003,102724.281250,40.23,116.59,14.674999,NO2,28781
7.720000,12.690000,4.990000,11.280000,0.280000,38.689999,-1.910000,-6.550000,282.440002,72.889999,102580.640625,40.21,116.77,14.099999,NO2,28782
8.510000,13.650000,5.180000,12.590000,0.290000,39.080002,-1.630000,-4.220000,282.359985,73.050003,101827.593750,40.2,116.94,15.737500,NO2,28783
9.190000,14.170000,5.370000,13.350000,0.310000,39.240002,-1.460000,-2.540000,281.809998,71.309998,101263.406250,40.18,117.12,16.687500,NO2,28784
9.580000,14.000000,5.460000,11.260000,0.310000,42.419998,-2.710000,-3.630000,281.190002,70.070000,100343.328125,40.17,117.29,14.075001,NO2,28785
8.090000,10.540000,3.710000,4.420000,0.220000,48.630001,-2.490000,-4.540000,277.290009,85.730003,95131.679688,40.42,115.91,11.557143,PM2.5,29041
7.970000,10.450000,3.840000,4.370000,0.210000,48.180000,-1.710000,-4.880000,278.290009,81.279999,96489.593750,40.4,116.08,11.385714,PM2.5,29042
7.840000,10.240000,4.040000,4.410000,0.210000,48.549999,-2.450000,-5.430000,278.880005,77.949997,96975.976562,40.39,116.26,11.200000,PM2.5,29043
7.670000,10.490000,4.290000,5.610000,0.220000,45.529999,-2.980000,-7.200000,279.630005,75.190002,98289.171875,40.38,116.43,10.957143,PM2.5,29044
7.410000,11.260000,4.780000,8.000000,0.250000,42.259998,-2.540000,-7.920000,280.880005,72.040001,100503.109375,40.36,116.61,11.260000,PM10,29045
7.970000,12.120000,5.100000,8.850000,0.250000,42.259998,-2.090000,-7.360000,282.019989,71.360001,101957.187500,40.35,116.79,12.120000,PM10,29046
8.840000,13.110000,5.380000,9.730000,0.260000,43.299999,-2.450000,-6.410000,282.059998,72.690002,100934.453125,40.33,116.96,13.110000,PM10,29047
9.680000,13.690000,5.670000,10.580000,0.270000,41.779999,-2.780000,-4.350000,280.339996,71.629997,98887.796875,40.32,117.14,13.828572,PM2.5,29048
8.050000,10.220000,3.670000,3.540000,0.210000,50.680000,-1.810000,-3.910000,276.190002,88.949997,93294.851562,40.55,115.92,11.500000,PM2.5,29306
7.970000,10.370000,3.770000,3.990000,0.210000,48.980000,-2.710000,-4.960000,277.600006,81.769997,95519.703125,40.54,116.1,11.385714,PM2.5,29307
8.260000,10.480000,3.930000,3.970000,0.210000,49.380001,-3.820000,-6.300000,276.690002,85.320000,94367.789062,40.52,116.28,11.800000,PM2.5,29308
8.360000,10.940000,4.110000,4.910000,0.210000,45.619999,-3.090000,-7.350000,276.200012,88.660004,93956.726562,40.51,116.45,11.942857,PM2.5,29309
8.040000,11.070000,4.670000,6.280000,0.230000,45.270000,-1.600000,-7.280000,278.470001,79.650002,97131.476562,40.49,116.63,11.485714,PM2.5,29310
8.300000,11.870000,5.060000,7.300000,0.240000,44.180000,-1.700000,-7.310000,281.130005,71.440002,100748.382812,40.48,116.81,11.870000,PM10,29311
9.050000,12.860000,5.360000,7.900000,0.240000,47.160000,-2.890000,-7.810000,282.290009,72.400002,100935.117188,40.47,116.98,12.928572,PM2.5,29312
9.970000,13.790000,5.940000,10.020000,0.250000,42.119999,-4.000000,-5.450000,279.630005,72.959999,98208.703125,40.45,117.16,14.242858,PM2.5,29313
8.130000,10.360000,3.740000,3.750000,0.200000,48.549999,-4.210000,-5.650000,276.489990,85.190002,94209.117188,40.66,116.3,11.614285,PM2.5,29577
8.330000,10.750000,4.040000,4.350000,0.210000,47.110001,-2.940000,-5.790000,276.410004,87.059998,94552.773438,40.64,116.47,11.900000,PM2.5,29578
8.450000,11.140000,4.410000,5.010000,0.220000,46.349998,-1.640000,-6.140000,278.140015,79.839996,96792.968750,40.63,116.65,12.071428,PM2.5,29579
8.630000,11.720000,4.920000,6.220000,0.220000,44.700001,-1.730000,-6.730000,279.450012,74.309998,98503.921875,40.61,116.83,12.328571,PM2.5,29580
9.220000,13.020000,5.650000,8.650000,0.240000,41.810001,-1.980000,-7.060000,280.100006,71.750000,99736.882812,40.6,117.0,13.171429,PM2.5,29581
