PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
69.650002,119.400002,38.320000,32.240002,0.860000,46.450001,1.820000,4.380000,288.700012,22.299999,95451.453125,34.64,110.37,93.312500,PM2.5,17726
67.400002,108.820000,34.200001,28.570000,0.820000,45.639999,1.830000,4.370000,288.339996,22.730000,95080.421875,34.63,110.54,90.500000,PM2.5,17727
64.040001,95.169998,31.940001,25.870001,0.750000,44.189999,1.430000,4.090000,288.899994,22.330000,96343.898438,34.62,110.7,86.300003,PM2.5,17728
70.989998,121.410004,42.590000,36.529999,0.920000,45.810001,1.310000,3.610000,287.339996,23.520000,93443.359375,34.77,110.38,94.987495,PM2.5,17983
74.250000,120.360001,40.439999,34.849998,0.920000,42.419998,1.760000,3.860000,286.630005,24.850000,92585.781250,34.77,110.55,99.062500,PM2.5,17984
73.570000,110.809998,39.139999,33.060001,0.870000,38.939999,0.280000,3.200000,287.320007,24.590000,94530.523438,34.76,110.71,98.212502,PM2.5,17985
65.519997,88.440002,37.369999,29.580000,0.710000,37.540001,-0.690000,2.830000,287.350006,24.990000,95489.476562,34.75,110.88,88.149994,PM2.5,17986
86.019997,146.899994,55.570000,43.570000,1.110000,39.200001,0.310000,2.220000,287.839996,23.670000,95755.351562,34.91,110.39,113.774994,PM2.5,18240
81.870003,132.639999,48.119999,38.299999,1.020000,38.680000,0.380000,2.910000,287.940002,23.910000,95685.250000,34.9,110.56,108.587502,PM2.5,18241
78.959999,118.400002,44.480000,34.810001,0.930000,35.450001,-1.220000,3.500000,287.660004,24.549999,95900.562500,34.89,110.72,104.949997,PM2.5,18242
69.459999,93.440002,40.549999,30.830000,0.750000,34.570000,-2.710000,3.930000,286.619995,26.110001,94895.929688,34.89,110.89,93.074997,PM2.5,18243
67.480003,84.540001,42.060001,31.350000,0.670000,31.510000,-3.640000,3.170000,285.920013,27.750000,95008.328125,34.88,111.05,90.600006,PM2.5,18244
65.029999,76.510002,41.230000,29.910000,0.590000,31.750000,-3.780000,1.130000,285.480011,28.670000,95003.929688,34.87,111.22,87.537498,PM2.5,18245
64.470001,75.860001,42.299999,30.320000,0.540000,30.320000,-2.790000,-0.380000,284.649994,30.209999,94706.273438,34.86,111.38,86.837502,PM2.5,18246
93.269997,156.919998,54.290001,40.860001,1.180000,37.189999,-1.400000,0.100000,287.359985,25.410000,97298.523438,35.04,110.4,122.837494,PM2.5,18493
91.930000,148.360001,50.410000,39.000000,1.160000,35.119999,-1.350000,1.410000,287.859985,25.200001,97895.929688,35.04,110.57,121.162498,PM2.5,18494
85.360001,127.129997,49.779999,36.799999,1.020000,33.009998,-1.800000,3.130000,287.700012,25.360001,97566.273438,35.03,110.73,112.949997,PM2.5,18495
72.849998,97.269997,45.400002,32.389999,0.790000,32.930000,-2.990000,4.670000,287.679993,25.129999,96925.351562,35.02,110.9,97.312500,PM2.5,18496
69.540001,86.239998,45.070000,31.559999,0.700000,31.120001,-4.430000,4.940000,287.170013,25.290001,96245.593750,35.01,111.06,93.175003,PM2.5,18497
64.180000,74.430000,40.889999,29.290001,0.580000,31.930000,-3.880000,3.420000,285.179993,27.590000,93285.843750,35.01,111.23,86.474998,PM2.5,18498
61.459999,70.730003,41.250000,29.240000,0.520000,31.809999,-1.620000,1.280000,283.179993,30.799999,91225.773438,35.0,111.39,83.074997,PM2.5,18499
