PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
37.200001,69.339996,14.520000,19.799999,0.720000,107.349998,-0.330000,3.670000,299.179993,42.040001,94720.343750,34.64,110.37,59.669998,PM10,17726
38.290001,69.169998,13.800000,15.790000,0.730000,112.449997,-0.440000,2.840000,298.790009,43.020000,94370.296875,34.63,110.54,59.584999,PM10,17727
39.930000,72.300003,14.570000,16.790001,0.790000,117.309998,-0.650000,2.200000,299.429993,43.020000,95576.171875,34.62,110.7,61.150002,PM10,17728
38.990002,73.019997,16.990000,24.059999,0.780000,113.540001,-0.570000,2.770000,297.950012,43.950001,92800.398438,34.77,110.38,61.509998,PM10,17983
41.400002,74.849998,15.710000,20.059999,0.810000,116.339996,-0.910000,2.790000,297.130005,45.459999,91986.976562,34.77,110.55,62.424999,PM10,17984
42.919998,78.000000,16.660000,20.900000,0.870000,122.919998,-1.270000,2.460000,298.100006,44.830002,93840.007812,34.76,110.71,64.000000,PM10,17985
45.169998,80.410004,17.549999,21.330000,0.890000,127.559998,-1.340000,2.590000,298.489990,45.689999,94742.570312,34.75,110.88,65.205002,PM10,17986
39.529999,76.430000,19.190001,26.440001,0.850000,115.690002,-0.790000,1.110000,299.510010,41.380001,95010.593750,34.91,110.39,63.215000,PM10,18240
39.590000,74.800003,17.059999,20.650000,0.840000,120.230003,-0.790000,2.310000,299.519989,41.040001,94942.523438,34.9,110.56,62.400002,PM10,18241
42.240002,78.029999,17.070000,19.740000,0.880000,126.129997,-1.450000,3.250000,299.250000,42.389999,95144.007812,34.89,110.72,64.014999,PM10,18242
45.709999,80.459999,17.120001,19.150000,0.900000,131.300003,-2.030000,3.620000,298.339996,44.869999,94181.398438,34.89,110.89,65.229996,PM10,18243
48.799999,82.050003,17.680000,20.170000,0.900000,132.889999,-2.490000,3.210000,297.989990,46.619999,94280.203125,34.88,111.05,67.250000,PM2.5,18244
51.630001,82.330002,15.220000,15.530000,0.880000,134.600006,-2.880000,1.960000,297.809998,47.290001,94266.906250,34.87,111.22,70.787498,PM2.5,18245
54.980000,85.639999,14.030000,13.890000,0.890000,135.160004,-2.870000,1.330000,297.399994,48.549999,93976.148438,34.86,111.38,74.974998,PM2.5,18246
40.529999,77.949997,18.610001,21.230000,0.890000,119.680000,-1.120000,0.870000,299.959991,41.139999,96475.296875,35.04,110.4,63.974998,PM10,18493
39.860001,76.800003,17.180000,19.709999,0.900000,122.839996,-1.050000,1.760000,300.429993,40.000000,97040.023438,35.04,110.57,63.400002,PM10,18494
43.020000,81.120003,18.600000,20.709999,0.960000,130.479996,-1.390000,2.640000,300.109985,41.119999,96728.710938,35.03,110.73,65.559998,PM10,18495
45.250000,81.750000,18.549999,19.719999,0.960000,136.149994,-1.890000,3.400000,299.859985,41.740002,96122.398438,35.02,110.9,65.875000,PM10,18496
48.560001,82.809998,18.309999,19.270000,0.940000,138.009995,-2.870000,4.070000,299.299988,42.650002,95470.226562,35.01,111.06,66.950005,PM2.5,18497
52.950001,83.949997,15.600000,14.790000,0.900000,137.869995,-3.290000,3.360000,297.089996,47.139999,92639.453125,35.01,111.23,72.437500,PM2.5,18498
56.680000,87.300003,14.880000,13.480000,0.890000,140.649994,-2.680000,2.280000,295.260010,51.340000,90670.023438,35.0,111.39,77.099998,PM2.5,18499
60.040001,94.580002,16.209999,17.260000,0.970000,140.100006,-1.650000,1.800000,296.519989,49.849998,92954.023438,34.99,111.56,81.300003,PM2.5,18500
43.029999,81.870003,20.360001,20.440001,0.960000,125.989998,-1.710000,0.210000,298.929993,43.000000,95282.726562,35.18,110.41,65.934998,PM10,18745
42.110001,79.500000,18.320000,19.219999,0.960000,128.039993,-2.200000,1.980000,299.100006,42.080002,95219.453125,35.17,110.57,64.750000,PM10,18746
44.619999,83.589996,20.160000,21.129999,1.030000,132.880005,-2.180000,2.430000,298.910004,43.139999,95346.289062,35.17,110.74,66.794998,PM10,18747
47.009998,85.440002,20.570000,20.860001,1.050000,138.070007,-1.640000,2.460000,299.570007,42.509998,96272.312500,35.16,110.91,67.720001,PM10,18748
48.349998,83.980003,19.350000,18.620001,0.990000,142.389999,-1.760000,3.440000,300.179993,41.220001,96699.976562,35.15,111.07,66.990005,PM10,18749
51.910000,83.669998,16.379999,14.130000,0.910000,142.440002,-1.970000,3.920000,298.269989,44.290001,93699.062500,35.14,111.24,71.137497,PM2.5,18750
56.459999,87.099998,15.430000,12.780000,0.890000,144.360001,-2.430000,3.400000,294.970001,51.250000,89647.710938,35.13,111.4,76.824997,PM2.5,18751
60.849998,94.820000,16.080000,15.400000,0.950000,144.830002,-2.140000,2.050000,295.279999,51.770000,91031.632812,35.13,111.57,82.312500,PM2.5,18752
61.380001,98.680000,16.340000,18.170000,1.020000,147.190002,-2.050000,0.660000,298.119995,45.529999,95102.476562,35.12,111.74,82.974998,PM2.5,18753
61.310001,100.150002,16.090000,19.610001,1.050000,147.509995,-2.300000,0.800000,298.920013,44.110001,96168.648438,35.11,111.9,82.887505,PM2.5,18754
44.139999,83.000000,20.410000,19.559999,1.020000,133.830002,-1.510000,2.370000,298.869995,42.080002,94819.937500,35.31,110.58,66.500000,PM10,18995
46.209999,84.889999,20.770000,20.059999,1.040000,135.869995,-2.330000,3.520000,298.070007,43.180000,93754.046875,35.3,110.75,67.445000,PM10,18996
49.660000,87.769997,21.150000,19.790001,1.060000,139.889999,-1.680000,3.490000,297.950012,44.560001,93973.148438,35.29,110.92,68.884995,PM10,18997
51.110001,87.779999,20.639999,18.110001,1.040000,144.750000,-1.140000,3.580000,298.850006,43.669998,95134.656250,35.29,111.08,70.137497,PM2.5,18998
52.540001,85.849998,17.690001,14.020000,0.950000,147.580002,-1.120000,3.550000,298.760010,43.810001,94507.750000,35.28,111.25,71.925003,PM2.5,18999
56.520000,88.599998,16.219999,12.770000,0.910000,145.929993,-2.440000,3.410000,296.160004,48.860001,91163.273438,35.27,111.41,76.900002,PM2.5,19000
58.779999,91.889999,16.200001,14.080000,0.930000,148.100006,-3.360000,2.820000,295.179993,50.900002,90644.343750,35.26,111.58,79.724998,PM2.5,19001
60.959999,96.309998,15.400000,15.470000,0.960000,148.800003,-2.820000,1.050000,296.630005,47.650002,92913.148438,35.25,111.75,82.449997,PM2.5,19002
62.250000,99.199997,15.310000,16.730000,0.980000,151.119995,-1.680000,1.250000,296.619995,47.360001,92721.296875,35.24,111.91,84.062500,PM2.5,19003
44.419998,84.730003,24.410000,20.969999,1.060000,135.399994,-0.280000,2.040000,299.579987,41.099998,95877.468750,35.44,110.59,67.365005,PM10,19240
46.340000,85.190002,21.469999,18.820000,1.050000,138.610001,-1.300000,3.320000,299.019989,41.849998,94723.750000,35.44,110.76,67.595001,PM10,19241
49.959999,87.870003,21.270000,18.150000,1.060000,141.940002,-1.540000,3.900000,298.299988,43.619999,93936.351562,35.43,110.92,68.934998,PM10,19242
52.639999,90.559998,22.360001,17.490000,1.070000,147.110001,-1.200000,4.070000,298.399994,43.970001,94202.117188,35.42,111.09,72.050003,PM2.5,19243
54.349998,89.980003,20.230000,14.770000,1.010000,151.419998,-0.980000,3.710000,298.429993,44.290001,94198.070312,35.41,111.26,74.187500,PM2.5,19244
56.880001,91.330002,18.969999,13.670000,0.980000,151.970001,-1.890000,3.720000,297.250000,46.520000,92606.390625,35.41,111.42,77.349998,PM2.5,19245
57.419998,90.669998,17.840000,13.450000,0.930000,151.610001,-3.100000,4.250000,295.820007,47.209999,90681.296875,35.4,111.59,78.024994,PM2.5,19246
59.419998,92.209999,15.820000,13.060000,0.890000,154.160004,-2.500000,3.780000,293.559998,52.230000,88077.859375,35.39,111.76,80.524994,PM2.5,19247
64.400002,99.470001,15.430000,14.340000,0.920000,154.860001,-0.610000,3.610000,292.100006,56.110001,86233.726562,35.38,111.92,86.750000,PM2.5,19248
64.680000,102.339996,15.470000,16.600000,0.950000,154.850006,0.690000,4.250000,292.839996,54.520000,87050.812500,35.37,112.09,87.099998,PM2.5,19249
65.419998,108.099998,16.809999,20.910000,1.060000,153.220001,0.850000,4.960000,294.549988,50.169998,89018.851562,35.36,112.26,88.024994,PM2.5,19250
65.440002,112.959999,18.170000,26.270000,1.160000,150.070007,0.420000,4.550000,296.260010,47.200001,91642.320312,35.35,112.42,88.050003,PM2.5,19251
65.879997,124.570000,26.750000,46.950001,1.380000,135.490005,0.110000,3.700000,296.920013,46.360001,92962.820312,35.34,112.59,88.599998,PM2.5,19252
64.370003,128.309998,23.910000,45.299999,1.410000,136.279999,-0.010000,3.200000,296.739990,47.520000,92796.992188,35.33,112.75,89.154999,PM10,19253
62.450001,127.739998,22.540001,42.840000,1.390000,138.720001,0.210000,2.660000,297.549988,45.320000,93770.406250,35.32,112.92,88.869995,PM10,19254
47.599998,101.349998,54.540001,42.700001,1.390000,124.910004,-0.760000,1.200000,299.250000,41.840000,95652.046875,35.58,110.6,75.675003,PM10,19485
47.580002,93.940002,31.900000,23.600000,1.220000,140.339996,-1.350000,1.540000,299.549988,41.389999,95780.421875,35.57,110.77,71.970001,PM10,19486
50.639999,94.339996,27.639999,19.870001,1.190000,143.449997,-1.190000,1.960000,299.010010,42.689999,95116.093750,35.57,110.93,72.169998,PM10,19487
53.009998,93.540001,26.070000,18.030001,1.140000,148.500000,-0.650000,2.590000,299.220001,42.619999,95379.296875,35.56,111.1,72.512497,PM2.5,19488
55.619999,95.669998,26.700001,18.030001,1.140000,152.330002,-0.530000,3.180000,298.929993,43.400002,94961.093750,35.55,111.27,75.775002,PM2.5,19489
56.860001,94.900002,24.889999,16.370001,1.090000,156.949997,-0.990000,3.750000,298.269989,44.090000,93899.976562,35.54,111.43,77.324997,PM2.5,19490
56.910000,92.930000,22.090000,14.790000,1.030000,158.979996,-1.390000,4.220000,297.279999,44.419998,92207.843750,35.53,111.6,77.387497,PM2.5,19491
57.939999,90.080002,17.590000,12.450000,0.910000,159.970001,-0.800000,4.260000,293.859985,50.369999,87458.593750,35.52,111.77,78.674995,PM2.5,19492
