PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
13.490000,24.820000,7.260000,9.510000,0.450000,68.620003,-6.600000,-11.820000,299.299988,61.660000,100049.273438,23.66,117.14,24.820000,PM10,2079
13.510000,24.590000,7.140000,9.090000,0.490000,68.099998,-6.800000,-12.600000,298.170013,64.220001,98500.773438,23.8,117.16,24.590000,PM10,2220
11.170000,24.910000,5.290000,7.500000,0.270000,75.709999,-8.150000,-17.570000,299.010010,71.900002,100619.476562,23.75,117.59,24.910000,PM10,2221
13.000000,23.299999,6.190000,7.690000,0.510000,68.110001,-6.230000,-11.680000,297.630005,64.769997,97488.992188,23.95,117.03,23.299999,PM10,2362
13.120000,23.620001,6.660000,8.120000,0.480000,68.199997,-7.110000,-12.980000,296.239990,70.180000,96239.476562,23.93,117.17,23.620001,PM10,2363
13.280000,24.280001,7.230000,8.960000,0.460000,68.379997,-6.250000,-13.080000,297.230011,67.779999,97813.023438,23.92,117.32,24.280001,PM10,2364
12.830000,24.940001,7.160000,9.500000,0.410000,69.900002,-6.150000,-13.960000,298.230011,65.910004,99491.906250,23.9,117.47,24.940001,PM10,2365
12.130000,26.059999,6.140000,9.290000,0.340000,73.669998,-6.900000,-15.810000,298.739990,69.500000,100310.289062,23.88,117.61,26.059999,PM10,2366
12.710000,22.129999,6.000000,7.410000,0.480000,68.220001,-6.790000,-11.190000,296.149994,69.120003,95730.523438,24.08,117.04,22.129999,PM10,2507
12.900000,23.049999,6.500000,8.210000,0.470000,67.889999,-6.720000,-11.730000,296.000000,70.650002,96063.796875,24.07,117.19,23.049999,PM10,2508
13.300000,24.760000,7.100000,9.440000,0.480000,67.930000,-6.150000,-12.360000,296.679993,69.160004,97123.820312,24.05,117.34,24.760000,PM10,2509
13.410000,26.090000,7.520000,10.620000,0.460000,68.669998,-5.790000,-12.800000,297.170013,68.730003,98151.562500,24.03,117.48,26.090000,PM10,2510
12.800000,25.889999,7.530000,10.790000,0.390000,70.489998,-5.630000,-13.440000,297.989990,67.540001,99534.156250,24.02,117.63,25.889999,PM10,2511
12.620000,21.440001,5.900000,7.250000,0.460000,68.470001,-7.230000,-10.160000,295.410004,71.260002,94844.296875,24.21,117.06,21.440001,PM10,2652
12.970000,22.860001,6.490000,8.270000,0.470000,67.949997,-6.480000,-10.430000,295.899994,70.540001,95870.242188,24.2,117.21,22.860001,PM10,2653
13.450000,24.860001,7.190000,9.710000,0.470000,67.449997,-5.890000,-11.360000,296.369995,69.639999,96727.812500,24.18,117.35,24.860001,PM10,2654
13.590000,26.180000,7.770000,11.140000,0.460000,67.970001,-5.520000,-11.570000,297.100006,68.360001,97993.703125,24.17,117.5,26.180000,PM10,2655
13.170000,26.120001,8.070000,11.860000,0.420000,69.599998,-5.260000,-11.660000,297.779999,67.489998,99233.382812,24.15,117.65,26.120001,PM10,2656
12.420000,24.830000,7.910000,11.760000,0.360000,72.000000,-5.600000,-12.630000,297.779999,69.239998,99491.796875,24.14,117.79,24.830000,PM10,2657
12.840000,20.670000,5.820000,7.240000,0.480000,69.080002,-6.330000,-7.530000,296.190002,67.779999,94888.093750,24.36,116.93,20.670000,PM10,2796
12.530000,20.719999,5.830000,7.130000,0.440000,69.070000,-7.480000,-8.930000,295.010010,72.309998,94229.632812,24.35,117.08,20.719999,PM10,2797
12.910000,22.150000,6.490000,8.210000,0.450000,69.099998,-6.100000,-8.800000,295.790009,70.430000,95671.320312,24.33,117.22,22.150000,PM10,2798
13.840000,25.410000,7.360000,10.190000,0.480000,66.940002,-5.340000,-9.540000,296.410004,69.080002,96759.390625,24.32,117.37,25.410000,PM10,2799
13.990000,26.840000,8.100000,11.830000,0.470000,67.220001,-5.060000,-9.810000,296.929993,68.300003,97647.570312,24.3,117.52,26.840000,PM10,2800
13.300000,26.160000,8.390000,12.430000,0.440000,70.120003,-5.050000,-9.910000,297.670013,67.080002,98940.718750,24.29,117.66,26.160000,PM10,2801
13.320000,27.620001,8.760000,13.800000,0.420000,70.339996,-5.320000,-10.950000,297.809998,68.239998,99586.859375,24.27,117.81,27.620001,PM10,2802
13.050000,29.940001,8.500000,14.440000,0.370000,70.230003,-6.190000,-13.740000,298.049988,70.029999,100141.156250,24.25,117.96,29.940001,PM10,2803
13.470000,20.290001,6.950000,7.940000,0.500000,71.110001,-3.190000,-6.690000,297.290009,64.260002,96381.093750,24.51,116.8,20.290001,PM10,2940
12.700000,19.530001,6.080000,7.000000,0.440000,71.440002,-5.750000,-6.730000,295.459991,69.669998,93783.773438,24.5,116.95,19.530001,PM10,2941
12.330000,19.680000,5.780000,6.900000,0.420000,70.839996,-6.810000,-7.010000,295.059998,71.290001,93876.296875,24.48,117.09,19.680000,PM10,2942
13.300000,22.940001,6.420000,8.650000,0.450000,68.050003,-5.870000,-6.930000,296.799988,66.589996,96714.968750,24.47,117.24,22.940001,PM10,2943
13.770000,25.110001,7.330000,10.450000,0.470000,67.129997,-5.110000,-7.210000,298.100006,63.230000,98649.906250,24.45,117.39,25.110001,PM10,2944
14.470000,27.809999,8.510000,12.780000,0.490000,66.260002,-4.780000,-7.600000,297.859985,64.739998,98650.718750,24.44,117.53,27.809999,PM10,2945
13.570000,26.830000,8.620000,12.850000,0.450000,69.230003,-4.760000,-7.920000,298.179993,64.720001,99393.789062,24.42,117.68,26.830000,PM10,2946
13.730000,29.370001,9.060000,14.500000,0.460000,68.879997,-5.570000,-9.750000,298.529999,65.040001,100296.882812,24.4,117.83,29.370001,PM10,2947
13.560000,30.850000,9.240000,15.950000,0.430000,69.330002,-6.630000,-12.360000,298.250000,68.129997,100290.820312,24.39,117.98,30.850000,PM10,2948
15.520000,21.330000,8.190000,8.360000,0.560000,70.910004,-1.610000,-7.180000,297.190002,65.120003,97324.617188,24.68,116.52,22.171429,PM2.5,3083
14.010000,20.480000,7.750000,8.390000,0.490000,71.720001,-3.780000,-7.280000,296.290009,67.559998,95721.390625,24.65,116.82,20.480000,PM10,3085
13.080000,19.469999,6.700000,7.440000,0.440000,71.970001,-4.890000,-6.320000,295.489990,69.570000,94072.140625,24.63,116.96,19.469999,PM10,3086
12.210000,18.889999,5.810000,6.810000,0.400000,71.860001,-5.540000,-5.660000,295.829987,68.389999,94434.171875,24.62,117.11,18.889999,PM10,3087
12.110000,20.030001,5.820000,7.410000,0.400000,71.150002,-5.180000,-6.030000,297.630005,63.110001,97050.179688,24.6,117.26,20.030001,PM10,3088
12.450000,22.020000,6.620000,9.170000,0.420000,69.900002,-4.620000,-6.400000,299.260010,59.040001,99605.742188,24.58,117.41,22.020000,PM10,3089
14.190000,27.139999,8.580000,12.890000,0.490000,66.699997,-4.360000,-6.190000,299.570007,58.869999,100373.117188,24.57,117.55,27.139999,PM10,3090
12.820000,25.280001,7.830000,11.690000,0.430000,68.959999,-4.640000,-6.800000,299.130005,61.169998,100303.039062,24.55,117.7,25.280001,PM10,3091
12.060000,24.450001,7.680000,11.340000,0.400000,71.680000,-5.840000,-8.840000,298.670013,63.490002,100122.218750,24.54,117.85,24.450001,PM10,3092
12.590000,27.559999,8.400000,13.150000,0.410000,70.599998,-6.840000,-11.940000,298.250000,66.589996,100200.671875,24.52,117.99,27.559999,PM10,3093
12.630000,29.600000,8.640000,14.090000,0.400000,71.639999,-7.320000,-13.900000,298.359985,68.510002,100605.796875,24.5,118.14,29.600000,PM10,3094
11.240000,30.900000,6.920000,9.860000,0.310000,76.970001,-8.360000,-17.100000,297.799988,75.180000,100612.398438,24.47,118.43,30.900000,PM10,3095
18.990000,24.290001,9.630000,7.740000,0.590000,70.230003,-1.410000,-9.260000,294.029999,75.730003,95487.601562,24.84,116.24,27.128571,PM2.5,3226
18.000000,23.410000,9.050000,7.830000,0.570000,70.940002,-0.110000,-8.040000,295.390015,71.440002,96391.718750,24.82,116.39,25.714285,PM2.5,3227
15.730000,21.150000,8.290000,8.130000,0.510000,71.129997,-0.930000,-6.520000,296.890015,65.660004,97005.656250,24.81,116.54,22.471428,PM2.5,3228
15.120000,21.190001,8.670000,9.000000,0.510000,71.349998,-3.160000,-6.710000,296.630005,65.620003,96253.937500,24.8,116.68,21.600000,PM2.5,3229
14.560000,20.840000,8.600000,9.040000,0.480000,71.900002,-4.210000,-7.560000,295.970001,68.389999,95682.539062,24.78,116.83,20.840000,PM10,3230
13.670000,19.889999,7.670000,8.240000,0.430000,72.199997,-4.180000,-7.010000,295.380005,70.370003,94491.757812,24.77,116.98,19.889999,PM10,3231
12.330000,18.459999,6.130000,6.850000,0.380000,72.589996,-4.580000,-6.560000,295.799988,67.930000,94319.296875,24.75,117.13,18.459999,PM10,3232
11.420000,18.030001,5.130000,6.120000,0.350000,72.300003,-4.910000,-7.350000,296.950012,64.480003,95843.312500,24.73,117.28,18.030001,PM10,3233
11.120000,18.799999,5.380000,7.030000,0.350000,71.389999,-4.280000,-7.980000,298.209991,61.610001,97986.648438,24.72,117.42,18.799999,PM10,3234
11.760000,21.490000,6.650000,9.380000,0.390000,70.309998,-3.870000,-6.650000,299.369995,58.540001,99638.679688,24.7,117.57,21.490000,PM10,3235
10.990000,20.610001,6.310000,8.840000,0.360000,71.660004,-4.900000,-7.490000,298.929993,60.740002,99618.476562,24.69,117.72,20.610001,PM10,3236
10.950000,21.309999,6.570000,9.280000,0.360000,72.599998,-6.320000,-9.690000,298.049988,64.389999,99093.890625,24.67,117.86,21.309999,PM10,3237
11.680000,24.790001,7.460000,11.160000,0.380000,71.660004,-7.150000,-12.250000,298.200012,65.739998,99891.226562,24.65,118.01,24.790001,PM10,3238
12.140000,29.360001,8.450000,12.560000,0.400000,73.449997,-8.190000,-14.920000,297.769989,69.570000,100232.296875,24.62,118.31,29.360001,PM10,3239
10.950000,32.900002,6.810000,9.580000,0.320000,78.870003,-8.000000,-16.840000,297.589996,77.139999,100636.976562,24.59,118.6,32.900002,PM10,3240
19.400000,24.570000,9.860000,7.280000,0.600000,66.820000,0.470000,-8.120000,293.910004,75.169998,96148.609375,25.0,115.96,27.714285,PM2.5,3368
18.530001,23.389999,9.480000,7.130000,0.560000,69.970001,-1.490000,-8.760000,294.549988,72.570000,96341.609375,24.99,116.11,26.471430,PM2.5,3369
19.150000,24.330000,9.980000,8.120000,0.560000,69.269997,-0.940000,-8.660000,294.489990,73.550003,96284.726562,24.97,116.26,27.357141,PM2.5,3370
18.080000,23.299999,9.350000,7.960000,0.540000,71.150002,0.130000,-7.360000,295.820007,69.330002,97070.796875,24.96,116.41,25.828571,PM2.5,3371
15.760000,20.780001,8.190000,7.630000,0.480000,71.860001,-1.070000,-6.300000,296.709991,65.489998,96762.398438,24.94,116.55,22.514286,PM2.5,3372
15.460000,21.270000,8.750000,8.770000,0.490000,71.870003,-3.810000,-6.660000,295.859985,67.510002,95180.320312,24.93,116.7,22.085714,PM2.5,3373
15.090000,21.219999,9.030000,9.290000,0.480000,71.949997,-5.290000,-8.610000,295.059998,71.150002,94805.773438,24.91,116.85,21.557142,PM2.5,3374
14.490000,20.709999,8.730000,9.160000,0.440000,72.019997,-5.040000,-8.760000,294.309998,74.339996,93918.226562,24.9,117.0,20.709999,PM10,3375
13.290000,19.330000,7.060000,7.530000,0.390000,73.000000,-4.840000,-8.830000,293.630005,75.599998,92325.812500,24.88,117.14,19.330000,PM10,3376
11.630000,17.459999,4.880000,5.460000,0.330000,73.019997,-4.290000,-9.680000,294.440002,72.379997,92930.101562,24.87,117.29,17.459999,PM10,3377
10.820000,17.600000,4.720000,6.020000,0.320000,71.419998,-3.350000,-9.740000,296.149994,67.650002,95479.562500,24.85,117.44,17.600000,PM10,3378
10.200000,17.690001,4.940000,6.440000,0.310000,71.870003,-4.000000,-8.640000,297.769989,62.389999,97411.390625,24.84,117.59,17.690001,PM10,3379
9.910000,17.730000,5.080000,6.690000,0.310000,72.739998,-6.040000,-9.900000,296.989990,65.500000,96938.656250,24.82,117.73,17.730000,PM10,3380
10.150000,18.780001,5.680000,7.640000,0.320000,73.290001,-6.730000,-11.430000,296.190002,69.410004,96675.421875,24.8,117.88,18.780001,PM10,3381
11.070000,22.320000,6.820000,9.700000,0.360000,71.980003,-6.610000,-13.170000,296.829987,68.449997,98103.046875,24.79,118.03,22.320000,PM10,3382
11.470000,24.660000,7.450000,10.770000,0.390000,73.110001,-7.120000,-13.610000,296.989990,68.910004,98744.781250,24.77,118.18,24.660000,PM10,3383
12.020000,28.059999,8.230000,12.090000,0.420000,73.449997,-6.990000,-14.000000,296.750000,71.830002,98943.406250,24.75,118.32,28.059999,PM10,3384
12.390000,32.270000,8.960000,13.770000,0.450000,75.029999,-6.590000,-14.110000,297.350006,71.870003,100032.578125,24.74,118.47,32.270000,PM10,3385
11.330000,33.360001,7.500000,11.270000,0.370000,78.419998,-7.560000,-15.810000,297.700012,75.919998,100702.992188,24.72,118.62,33.360001,PM10,3386
20.000000,25.070000,10.030000,7.190000,0.600000,66.879997,0.360000,-7.640000,293.089996,77.699997,95174.929688,25.14,115.98,28.571428,PM2.5,3514
18.709999,23.370001,9.450000,6.810000,0.530000,69.980003,-1.050000,-8.710000,293.940002,74.320000,95684.960938,25.12,116.12,26.728571,PM2.5,3515
19.129999,24.379999,10.050000,8.140000,0.530000,68.510002,-0.780000,-8.880000,294.859985,71.849998,96875.390625,25.11,116.27,27.328569,PM2.5,3516
18.150000,23.180000,9.400000,7.740000,0.510000,71.730003,-0.790000,-8.050000,295.440002,70.220001,96759.960938,25.09,116.42,25.928572,PM2.5,3517
16.120001,20.809999,8.000000,6.980000,0.460000,72.980003,-1.960000,-7.340000,295.630005,68.620003,95679.679688,25.08,116.57,23.028572,PM2.5,3518
15.830000,21.240000,8.350000,7.990000,0.470000,72.809998,-4.500000,-6.950000,294.679993,70.760002,93713.656250,25.06,116.72,22.614286,PM2.5,3519
15.920000,22.010000,9.060000,9.260000,0.470000,71.070000,-6.130000,-8.500000,293.720001,75.360001,93204.593750,25.05,116.87,22.742857,PM2.5,3520
15.670000,22.240000,9.940000,10.500000,0.470000,70.360001,-6.100000,-9.450000,293.790009,76.900002,93954.890625,25.03,117.01,22.385714,PM2.5,3521
14.910000,21.290001,8.550000,9.090000,0.420000,72.050003,-5.520000,-9.860000,291.940002,83.989998,91500.468750,25.02,117.16,21.299999,PM2.5,3522
12.930000,18.760000,5.190000,5.690000,0.350000,72.620003,-3.250000,-9.750000,291.700012,84.169998,90654.117188,25.0,117.31,18.760000,PM10,3523
11.030000,17.240000,4.740000,5.710000,0.310000,73.220001,-1.670000,-9.160000,294.329987,73.900002,93498.218750,24.99,117.46,17.240000,PM10,3524
10.260000,17.320000,4.610000,5.940000,0.310000,71.559998,-4.180000,-9.560000,295.649994,68.500000,94736.359375,24.97,117.6,17.320000,PM10,3525
10.060000,17.650000,4.720000,6.180000,0.300000,72.110001,-7.390000,-11.400000,294.630005,72.550003,94002.703125,24.95,117.75,17.650000,PM10,3526
10.070000,17.950001,5.260000,6.930000,0.310000,73.099998,-7.140000,-11.650000,294.070007,76.360001,94242.070312,24.94,117.9,17.950001,PM10,3527
10.830000,21.120001,6.190000,8.620000,0.350000,72.300003,-6.160000,-12.260000,294.859985,74.930000,95684.429688,24.92,118.05,21.120001,PM10,3528
10.730000,21.600000,6.270000,8.630000,0.360000,75.050003,-5.850000,-11.430000,295.630005,73.410004,96984.351562,24.91,118.2,21.600000,PM10,3529
11.630000,26.559999,7.290000,10.740000,0.410000,74.269997,-5.400000,-11.770000,296.529999,71.660004,98608.343750,24.89,118.34,26.559999,PM10,3530
12.290000,31.170000,8.790000,13.520000,0.460000,75.099998,-5.940000,-12.040000,297.529999,70.559998,100158.781250,24.87,118.49,31.170000,PM10,3531
11.510000,32.790001,7.220000,12.010000,0.410000,79.120003,-7.630000,-14.940000,297.820007,73.849998,100742.382812,24.85,118.64,32.790001,PM10,3532
20.750000,25.780001,10.260000,7.260000,0.620000,66.930000,-0.230000,-7.170000,292.209991,81.160004,94383.382812,25.27,115.99,29.642857,PM2.5,3657
19.070000,23.570000,9.560000,6.770000,0.520000,69.849998,-1.040000,-8.250000,293.049988,77.760002,94886.937500,25.26,116.14,27.242857,PM2.5,3658
18.850000,23.430000,9.500000,7.140000,0.490000,70.730003,-1.050000,-8.840000,293.670013,75.830002,95546.226562,25.24,116.29,26.928572,PM2.5,3659
18.600000,23.320000,9.010000,7.020000,0.480000,72.309998,-1.370000,-8.740000,293.760010,76.059998,95154.726562,25.23,116.44,26.571428,PM2.5,3660
17.010000,21.590000,8.010000,6.550000,0.440000,73.959999,-2.050000,-8.030000,294.010010,74.400002,94377.117188,25.21,116.59,24.300001,PM2.5,3661
16.400000,21.530001,8.160000,7.290000,0.450000,73.989998,-3.810000,-6.720000,293.910004,73.180000,93070.039062,25.2,116.73,23.428572,PM2.5,3662
16.000000,21.389999,8.780000,8.280000,0.450000,73.500000,-5.510000,-7.110000,293.309998,75.610001,92396.523438,25.18,116.88,22.857143,PM2.5,3663
15.840000,21.780001,9.970000,10.030000,0.450000,71.739998,-5.850000,-8.520000,293.609985,76.639999,93578.476562,25.17,117.03,22.628572,PM2.5,3664
15.990000,22.879999,9.100000,9.910000,0.440000,70.430000,-4.810000,-8.570000,292.850006,81.650002,93331.273438,25.15,117.18,22.879999,PM10,3665
14.140000,20.540001,5.700000,6.690000,0.380000,70.680000,-2.310000,-7.650000,292.619995,82.209999,92719.343750,25.14,117.33,20.540001,PM10,3666
11.440000,17.570000,4.930000,5.940000,0.320000,73.489998,-1.140000,-7.310000,294.230011,74.870003,93883.750000,25.12,117.47,17.570000,PM10,3667
10.410000,16.860001,4.700000,5.780000,0.300000,73.510002,-4.120000,-8.330000,294.239990,72.980003,93038.562500,25.1,117.62,16.860001,PM10,3668
10.560000,18.139999,4.780000,6.280000,0.320000,72.300003,-7.320000,-10.200000,292.959991,77.930000,91909.679688,25.09,117.77,18.139999,PM10,3669
10.810000,19.620001,5.540000,7.660000,0.340000,71.449997,-6.660000,-9.890000,293.609985,77.400002,93696.039062,25.07,117.92,19.620001,PM10,3670
11.230000,21.889999,6.910000,9.820000,0.380000,71.519997,-5.330000,-9.230000,295.309998,72.459999,96232.296875,25.06,118.07,21.889999,PM10,3671
10.810000,22.030001,6.140000,8.600000,0.370000,73.699997,-4.940000,-9.120000,296.429993,69.800003,97947.359375,25.04,118.21,22.030001,PM10,3672
10.760000,23.200001,6.180000,8.710000,0.380000,75.279999,-4.970000,-9.940000,297.420013,67.779999,99525.437500,25.02,118.36,23.200001,PM10,3673
10.890000,25.040001,6.780000,9.730000,0.390000,76.660004,-6.120000,-11.880000,297.579987,68.440002,100094.179688,25.01,118.51,25.040001,PM10,3674
10.560000,25.650000,6.230000,9.040000,0.360000,78.720001,-7.450000,-14.270000,297.140015,71.459999,99891.046875,24.99,118.66,25.650000,PM10,3675
10.590000,28.870001,6.050000,8.770000,0.330000,80.309998,-8.100000,-16.200001,297.130005,75.559998,100291.687500,24.97,118.8,28.870001,PM10,3676
21.049999,26.030001,10.490000,7.370000,0.610000,66.839996,-0.580000,-7.110000,292.010010,82.010002,94557.492188,25.4,116.01,30.071428,PM2.5,3801
19.190001,23.530001,9.700000,6.790000,0.500000,69.540001,-1.180000,-7.570000,293.010010,77.970001,95163.078125,25.39,116.16,27.414286,PM2.5,3802
18.959999,23.360001,8.970000,6.680000,0.450000,70.139999,-1.260000,-8.080000,293.359985,77.050003,95543.476562,25.38,116.3,27.085712,PM2.5,3803
18.850000,23.340000,8.560000,6.550000,0.440000,71.849998,-1.230000,-7.940000,293.399994,77.540001,95133.406250,25.36,116.45,26.928572,PM2.5,3804
17.680000,22.209999,8.160000,6.440000,0.420000,74.169998,-1.510000,-7.230000,293.739990,75.889999,94718.453125,25.35,116.6,25.257143,PM2.5,3805
16.950001,21.799999,8.020000,6.610000,0.420000,74.860001,-3.480000,-6.590000,293.450012,75.029999,93096.023438,25.33,116.75,24.214287,PM2.5,3806
16.670000,21.660000,8.200000,7.100000,0.420000,74.879997,-5.760000,-7.200000,292.190002,79.269997,91286.406250,25.32,116.9,23.814285,PM2.5,3807
16.410000,21.820000,9.150000,8.730000,0.430000,72.669998,-5.060000,-7.730000,292.679993,79.059998,92329.570312,25.3,117.05,23.442858,PM2.5,3808
