PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
35.500000,40.520000,3.640000,3.370000,0.300000,99.389999,-0.230000,-1.310000,292.739990,52.340000,98165.906250,26.93,92.9,50.625000,PM2.5,5360
37.320000,42.520000,3.690000,3.620000,0.310000,98.419998,-0.000000,-0.190000,292.519989,52.799999,97475.343750,26.94,93.05,52.900002,PM2.5,5361
35.919998,40.950001,3.590000,3.520000,0.300000,97.540001,-0.040000,-0.530000,292.429993,52.070000,97104.453125,26.96,93.2,51.149998,PM2.5,5362
35.380001,40.310001,3.520000,3.620000,0.300000,96.330002,-0.260000,-0.740000,292.339996,51.790001,96941.960938,26.97,93.35,50.475002,PM2.5,5363
35.189999,40.060001,3.490000,3.800000,0.300000,95.629997,-0.350000,-0.980000,292.369995,51.810001,97041.976562,26.99,93.5,50.237499,PM2.5,5364
35.400002,40.290001,3.490000,4.040000,0.310000,95.139999,-0.220000,-1.260000,293.190002,50.279999,98460.351562,27.0,93.65,50.500000,PM2.5,5365
38.119999,43.790001,3.890000,2.620000,0.310000,100.790001,-0.900000,1.050000,286.950012,65.940002,89134.382812,26.98,92.13,53.899998,PM2.5,5505
38.369999,44.040001,3.870000,2.520000,0.310000,101.589996,-0.820000,0.610000,286.489990,67.730003,88289.906250,27.0,92.28,54.212498,PM2.5,5506
36.849998,42.189999,3.800000,2.410000,0.300000,102.669998,-0.770000,0.400000,286.920013,66.610001,88931.406250,27.02,92.43,52.312500,PM2.5,5507
33.549999,38.360001,3.550000,2.670000,0.290000,102.269997,-0.480000,-0.770000,289.209991,59.230000,92475.257812,27.03,92.58,47.928570,PM2.5,5508
30.530001,34.830002,3.360000,2.500000,0.280000,101.849998,-0.240000,-2.080000,291.089996,54.160000,95794.718750,27.05,92.73,43.614288,PM2.5,5509
30.290001,34.450001,3.250000,2.450000,0.270000,99.779999,-0.320000,-1.830000,290.899994,55.340000,95529.492188,27.06,92.88,43.271431,PM2.5,5510
32.180000,36.509998,3.280000,2.600000,0.280000,98.000000,-0.000000,-0.440000,289.809998,58.840000,93094.093750,27.08,93.03,45.971428,PM2.5,5511
32.990002,37.410000,3.270000,2.710000,0.280000,96.930000,0.510000,-0.590000,288.220001,62.470001,90447.929688,27.09,93.18,47.128574,PM2.5,5512
33.270000,37.700001,3.220000,2.960000,0.280000,96.129997,0.720000,-0.410000,288.070007,62.150002,90197.757812,27.11,93.33,47.528572,PM2.5,5513
33.080002,37.529999,3.230000,3.330000,0.280000,95.660004,0.460000,-0.630000,288.970001,59.240002,91564.296875,27.12,93.49,47.257145,PM2.5,5514
33.639999,38.220001,3.310000,3.670000,0.290000,95.820000,-0.200000,-0.960000,289.970001,56.790001,93158.140625,27.14,93.64,48.057140,PM2.5,5515
35.349998,40.180000,3.410000,4.020000,0.310000,96.419998,-0.290000,-1.360000,291.959991,53.020000,96643.421875,27.15,93.79,50.437500,PM2.5,5516
29.170000,33.759998,2.620000,1.390000,0.250000,97.639999,0.550000,1.140000,281.670013,74.519997,80591.453125,27.12,92.11,41.671429,PM2.5,5657
36.970001,42.599998,3.320000,1.800000,0.290000,100.790001,0.750000,1.520000,280.230011,82.410004,78797.851562,27.13,92.26,52.462502,PM2.5,5658
38.340000,43.750000,3.540000,1.850000,0.290000,101.940002,0.610000,1.440000,280.720001,83.550003,79621.828125,27.15,92.41,54.174999,PM2.5,5659
34.540001,39.169998,3.340000,2.360000,0.280000,101.910004,-0.230000,-0.390000,284.309998,72.250000,85329.242188,27.17,92.56,49.342857,PM2.5,5660
29.660000,33.689999,3.150000,2.330000,0.270000,100.839996,-0.500000,-2.180000,288.220001,60.939999,91751.210938,27.18,92.71,42.371429,PM2.5,5661
27.799999,31.500000,2.930000,2.220000,0.260000,98.510002,-0.910000,-2.670000,289.160004,58.639999,93360.093750,27.2,92.86,39.714283,PM2.5,5662
29.690001,33.419998,2.960000,2.290000,0.260000,96.349998,-0.650000,-1.250000,287.799988,63.459999,90654.593750,27.21,93.01,42.414288,PM2.5,5663
32.939999,36.970001,3.080000,2.470000,0.260000,95.570000,0.840000,-0.770000,284.510010,73.519997,85489.148438,27.23,93.17,47.057140,PM2.5,5664
33.450001,37.439999,3.010000,2.600000,0.260000,94.970001,1.810000,-0.420000,283.609985,75.199997,83801.140625,27.24,93.32,47.785717,PM2.5,5665
33.830002,38.020000,3.030000,3.010000,0.270000,94.769997,1.650000,-0.040000,285.339996,69.080002,86270.867188,27.26,93.47,48.328575,PM2.5,5666
33.860001,38.180000,3.110000,3.460000,0.280000,94.720001,0.630000,-0.680000,286.540009,66.169998,88099.093750,27.27,93.62,48.371429,PM2.5,5667
34.480000,38.959999,3.300000,3.610000,0.290000,96.900002,-0.530000,-1.430000,288.410004,62.029999,91102.226562,27.29,93.77,49.257141,PM2.5,5668
35.119999,40.009998,3.390000,3.870000,0.300000,97.470001,-1.000000,-1.040000,291.190002,55.360001,95424.437500,27.3,93.92,50.149998,PM2.5,5669
19.070000,22.049999,1.600000,1.000000,0.210000,97.519997,2.580000,-0.590000,276.989990,67.349998,71965.351562,27.25,92.09,27.242857,PM2.5,5812
24.709999,28.520000,2.130000,1.140000,0.230000,96.959999,1.980000,1.460000,278.450012,73.660004,74980.632812,27.27,92.24,35.299999,PM2.5,5813
33.169998,37.880001,2.970000,1.460000,0.270000,98.529999,0.510000,1.650000,280.000000,80.480003,78358.078125,27.29,92.39,47.385712,PM2.5,5814
33.340000,37.689999,3.090000,2.190000,0.270000,100.800003,-0.500000,-0.130000,282.480011,75.879997,83223.117188,27.3,92.54,47.628571,PM2.5,5815
29.639999,33.520000,2.940000,2.260000,0.260000,99.889999,-0.730000,-1.450000,284.950012,68.699997,87001.398438,27.32,92.69,42.342857,PM2.5,5816
27.290001,30.840000,2.740000,2.040000,0.250000,97.660004,-1.250000,-2.420000,286.660004,63.650002,89806.382812,27.33,92.85,38.985714,PM2.5,5817
28.600000,31.980000,2.730000,1.990000,0.250000,96.180000,-1.150000,-1.370000,286.010010,65.930000,88659.757812,27.35,93.0,40.857143,PM2.5,5818
33.380001,37.189999,2.950000,2.470000,0.250000,93.860001,0.450000,0.410000,281.390015,81.809998,81353.953125,27.36,93.15,47.685715,PM2.5,5819
30.260000,33.590000,2.600000,2.470000,0.240000,92.169998,2.230000,-0.520000,278.959991,85.690002,76993.460938,27.38,93.3,43.228573,PM2.5,5820
29.910000,33.340000,2.550000,2.630000,0.240000,91.910004,2.210000,0.470000,280.880005,79.620003,79323.000000,27.39,93.45,42.728573,PM2.5,5821
32.400002,36.340000,2.840000,3.060000,0.260000,93.589996,0.870000,-0.360000,284.200012,71.150002,84640.273438,27.41,93.6,46.285717,PM2.5,5822
33.020000,37.029999,3.040000,3.190000,0.280000,96.019997,-0.080000,-1.740000,285.459991,70.050003,87117.359375,27.42,93.76,47.171429,PM2.5,5823
