PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
79.540001,96.419998,34.009998,33.799999,1.360000,20.379999,4.890000,2.410000,266.190002,95.370003,92971.187500,43.59,128.88,105.675003,PM2.5,36791
78.330002,94.330002,34.689999,34.279999,1.330000,21.040001,6.580000,1.510000,265.410004,94.690002,91242.531250,43.56,129.06,104.162506,PM2.5,36792
79.290001,95.760002,30.629999,30.670000,1.300000,20.639999,3.490000,4.020000,267.670013,93.930000,97032.890625,43.75,128.74,105.362503,PM2.5,36941
78.449997,95.349998,33.389999,32.230000,1.340000,20.270000,4.510000,3.820000,267.250000,93.070000,95074.882812,43.72,128.92,104.312500,PM2.5,36942
77.160004,93.150002,34.860001,32.869999,1.300000,21.090000,6.490000,2.770000,266.519989,92.449997,93088.039062,43.69,129.1,102.700005,PM2.5,36943
78.489998,95.160004,30.719999,29.500000,1.280000,20.070000,3.730000,3.930000,266.880005,95.330002,96296.046875,43.88,128.78,104.362495,PM2.5,37085
78.239998,95.389999,33.320000,30.570000,1.330000,20.080000,4.200000,4.300000,267.429993,93.209999,96126.609375,43.85,128.96,104.049995,PM2.5,37086
76.860001,93.180000,34.869999,31.299999,1.310000,21.059999,5.190000,3.240000,267.309998,91.300003,94808.843750,43.82,129.14,102.324997,PM2.5,37087
60.139999,71.610001,23.570000,22.090000,1.070000,25.670000,5.670000,-0.070000,266.410004,91.720001,93175.046875,43.54,130.76,81.425003,PM2.5,37096
58.240002,68.389999,23.290001,20.930000,0.960000,26.530001,6.080000,-1.620000,266.869995,88.550003,93421.609375,43.51,130.94,79.050003,PM2.5,37097
56.340000,65.959999,21.320000,20.090000,0.860000,26.600000,6.110000,-2.710000,267.190002,86.589996,93794.218750,43.48,131.12,76.675003,PM2.5,37098
81.839996,94.779999,28.719999,25.820000,0.930000,39.799999,1.650000,3.560000,266.140015,94.230003,94886.859375,44.19,127.74,108.549995,PM2.5,37220
78.360001,91.269997,28.990000,24.590000,0.900000,33.389999,1.920000,2.960000,265.390015,93.370003,92704.953125,44.16,127.92,104.199997,PM2.5,37221
72.160004,86.459999,30.280001,26.530001,1.040000,22.090000,4.300000,3.170000,267.850006,78.480003,95095.976562,44.04,128.64,96.450005,PM2.5,37225
75.449997,91.680000,31.639999,27.690001,1.210000,20.490000,4.040000,4.360000,267.529999,86.400002,95856.929688,44.01,128.83,100.562500,PM2.5,37226
77.070000,94.599998,33.820000,28.879999,1.320000,20.000000,4.290000,4.660000,268.130005,87.080002,96914.296875,43.98,129.01,102.587502,PM2.5,37227
76.860001,94.339996,34.869999,29.510000,1.330000,20.660000,4.350000,3.910000,268.100006,88.360001,96447.132812,43.95,129.19,102.324997,PM2.5,37228
74.930000,91.910004,34.459999,29.190001,1.270000,21.520000,5.080000,2.480000,267.309998,91.269997,94717.257812,43.92,129.37,99.912498,PM2.5,37229
72.500000,89.029999,33.389999,28.620001,1.250000,22.100000,5.080000,1.210000,267.149994,91.180000,94276.468750,43.89,129.55,96.875000,PM2.5,37230
