PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
10.670000,20.629999,7.290000,11.610000,0.430000,53.380001,0.650000,1.850000,299.350006,90.250000,99884.406250,23.66,117.14,20.629999,PM10,2079
11.500000,21.059999,7.380000,13.330000,0.530000,49.939999,0.160000,1.370000,298.239990,92.629997,98362.710938,23.8,117.16,21.059999,PM10,2220
13.710000,22.680000,6.630000,8.660000,0.250000,69.419998,-0.470000,-0.320000,299.220001,93.120003,100501.257812,23.75,117.59,22.680000,PM10,2221
11.870000,21.320000,6.390000,12.510000,0.640000,48.070000,-1.080000,1.810000,297.799988,92.620003,97315.960938,23.95,117.03,21.320000,PM10,2362
14.130000,23.549999,6.670000,13.330000,0.570000,47.330002,-0.240000,1.650000,296.670013,96.949997,96093.117188,23.93,117.17,23.549999,PM10,2363
14.770000,24.010000,6.860000,12.870000,0.490000,51.509998,0.000000,0.520000,297.320007,95.430000,97658.476562,23.92,117.32,24.010000,PM10,2364
14.150000,23.559999,6.460000,12.500000,0.410000,57.450001,-0.900000,-0.670000,297.959991,94.250000,99349.250000,23.9,117.47,23.559999,PM10,2365
15.520000,26.190001,6.870000,12.330000,0.340000,70.139999,-1.850000,-1.810000,298.320007,94.610001,100174.007812,23.88,117.61,26.190001,PM10,2366
15.000000,24.250000,6.100000,13.790000,0.620000,45.009998,-1.290000,1.960000,296.480011,95.919998,95539.343750,24.08,117.04,24.250000,PM10,2507
15.810000,24.660000,6.030000,15.460000,0.560000,43.610001,-0.720000,1.460000,296.380005,95.870003,95873.828125,24.07,117.19,24.660000,PM10,2508
16.440001,25.280001,5.890000,15.740000,0.520000,47.200001,-1.180000,0.280000,296.470001,96.879997,96945.273438,24.05,117.34,25.280001,PM10,2509
17.070000,26.400000,6.020000,16.469999,0.470000,54.669998,-1.710000,-0.710000,296.630005,97.529999,97979.296875,24.03,117.48,26.400000,PM10,2510
16.670000,26.740000,6.850000,15.960000,0.400000,64.959999,-2.450000,-1.750000,297.299988,95.900002,99366.828125,24.02,117.63,26.740000,PM10,2511
16.930000,26.059999,6.070000,16.000000,0.610000,40.990002,-1.680000,1.930000,295.730011,96.510002,94630.382812,24.21,117.06,26.059999,PM10,2652
17.930000,26.870001,6.100000,17.530001,0.560000,42.680000,-1.450000,1.050000,295.890015,96.320000,95654.968750,24.2,117.21,26.870001,PM10,2653
19.040001,28.270000,6.150000,18.299999,0.530000,47.189999,-1.920000,0.410000,295.890015,97.470001,96516.523438,24.18,117.35,28.270000,PM10,2654
19.709999,29.510000,6.640000,19.959999,0.520000,54.150002,-2.050000,-0.600000,296.109985,97.529999,97784.046875,24.17,117.5,29.510000,PM10,2655
18.650000,29.049999,7.390000,20.680000,0.480000,63.560001,-2.360000,-1.460000,296.670013,96.099998,99038.726562,24.15,117.65,29.049999,PM10,2656
17.910000,28.940001,8.050000,19.500000,0.410000,73.190002,-3.380000,-2.160000,296.989990,96.449997,99314.726562,24.14,117.79,28.940001,PM10,2657
15.730000,24.680000,6.390000,14.390000,0.680000,43.799999,-2.620000,2.330000,296.070007,94.680000,94635.593750,24.36,116.93,24.680000,PM10,2796
18.270000,27.280001,6.290000,17.480000,0.610000,39.779999,-1.520000,1.590000,295.179993,96.519997,93997.578125,24.35,117.08,27.280001,PM10,2797
19.430000,28.969999,6.910000,20.469999,0.600000,42.189999,-1.270000,0.810000,295.559998,96.089996,95421.546875,24.33,117.22,28.969999,PM10,2798
21.030001,31.209999,6.930000,22.500000,0.600000,44.770000,-1.930000,0.440000,295.570007,97.199997,96505.640625,24.32,117.37,31.209999,PM10,2799
21.850000,32.750000,7.590000,25.809999,0.610000,49.939999,-2.170000,-0.480000,295.480011,98.120003,97405.851562,24.3,117.52,32.750000,PM10,2800
19.860001,30.889999,8.380000,27.620001,0.580000,58.880001,-2.230000,-1.430000,295.980011,96.940002,98712.226562,24.29,117.66,34.525002,NO2,2801
18.309999,29.950001,8.590000,28.389999,0.540000,63.259998,-2.890000,-2.090000,296.359985,96.430000,99365.882812,24.27,117.81,35.487499,NO2,2802
17.129999,29.820000,8.830000,26.000000,0.450000,68.839996,-4.280000,-3.590000,296.950012,95.349998,99944.070312,24.25,117.96,32.500000,NO2,2803
13.210000,21.209999,7.040000,14.070000,0.670000,46.389999,-2.790000,2.510000,297.600006,88.199997,96058.296875,24.51,116.8,21.209999,PM10,2940
16.530001,24.440001,6.520000,15.370000,0.630000,45.029999,-2.610000,2.370000,295.299988,96.230003,93521.843750,24.5,116.95,24.440001,PM10,2941
19.200001,27.940001,6.730000,19.990000,0.620000,39.049999,-1.670000,1.360000,294.829987,96.559998,93612.781250,24.48,117.09,27.940001,PM10,2942
21.500000,32.099998,7.300000,25.059999,0.680000,36.790001,-1.600000,0.170000,295.470001,96.589996,96431.773438,24.47,117.24,32.099998,PM10,2943
21.860001,33.270000,8.350000,28.940001,0.700000,41.759998,-1.900000,-0.070000,295.869995,96.349998,98371.257812,24.45,117.39,36.174999,NO2,2944
